,first_name,second_name,team,element_type,selected_by_percent,now_cost,minutes,transfers_in,points_per_game,value_season,chance_of_playing_this_round,chance_of_playing_next_round,transfers_in_event,transfers_out_event,news,news_added,influence,influence_rank,creativity,creativity_rank,threat,threat_rank,ict_index,ict_index_rank,status,total_points,position,overall_strength_home,overall_strength_away,strength_atk_home,strength_atk_away,strength_def_home,strength_def_away,file_date,total_time_played,value
125,Jason,Steele,Brighton,1,2.8,39,90,479616,2.0,0.5,100.0,100.0,0,0,,2022-01-19T01:00:13.663777Z,28.8,455,0.0,506,0.0,472,2.9,478,a,2,Goalkeeper,1100,1090,1160,1160,1100,1120,2022-06-17,100.0,0.5
126,Pascal,Groß,Brighton,3,0.3,56,2033,181447,3.0,15.7,100.0,100.0,0,0,,2021-09-11T17:30:15.909181Z,475.2,136,961.8,8,370.0,124,180.9,42,a,88,Midfielder,1100,1090,1160,1160,1100,1120,2022-06-17,2258.8888888888887,15.7
127,Shane,Duffy,Brighton,2,7.6,40,1434,2541117,2.7,12.0,100.0,100.0,0,0,,2022-04-15T13:30:18.056201Z,380.6,191,58.2,343,282.0,162,72.2,244,a,48,Defender,1100,1090,1160,1160,1100,1120,2022-06-17,1593.3333333333333,12.0
129,Lewis,Dunk,Brighton,2,2.3,48,2573,357320,3.2,19.2,100.0,100.0,0,0,,2022-02-16T00:00:14.640236Z,570.0,98,63.5,334,327.0,135,96.1,172,a,92,Defender,1100,1090,1160,1160,1100,1120,2022-06-17,2858.8888888888887,19.2
130,Solomon,March,Brighton,3,0.1,53,1733,9744,2.0,11.5,100.0,100.0,0,0,,2021-08-28T18:30:11.548541Z,278.4,260,528.4,54,291.0,156,109.7,134,a,61,Midfielder,1100,1090,1160,1160,1100,1120,2022-06-17,1925.5555555555557,11.5
131,Adam,Webster,Brighton,2,0.3,43,1429,91645,2.7,13.7,100.0,100.0,0,0,,2022-02-19T20:00:13.528200Z,416.8,169,51.4,352,120.0,281,58.9,276,a,59,Defender,1100,1090,1160,1160,1100,1120,2022-06-17,1587.7777777777778,13.7
132,Joël,Veltman,Brighton,2,1.4,42,2874,234723,2.8,22.6,100.0,100.0,0,0,,2021-12-04T23:00:17.313196Z,582.2,91,275.8,153,183.0,228,104.4,144,a,95,Defender,1100,1090,1160,1160,1100,1120,2022-06-17,3193.3333333333335,22.6
133,Neal,Maupay,Brighton,4,4.3,62,2269,2063720,3.1,15.8,100.0,100.0,0,0,,2021-08-21T19:00:12.804729Z,370.4,196,366.0,113,721.0,45,143.5,72,a,98,Forward,1100,1090,1160,1160,1100,1120,2022-06-17,2521.1111111111113,15.8
134,Leandro,Trossard,Brighton,3,2.8,59,2803,876755,4.1,23.9,100.0,100.0,0,0,,2022-04-20T23:00:19.679296Z,627.6,69,708.3,22,1020.0,15,235.4,23,a,141,Midfielder,1100,1090,1160,1160,1100,1120,2022-06-17,3114.4444444444443,23.9
138,Robert,Sánchez,Brighton,1,14.5,45,3330,1601669,3.4,28.0,100.0,100.0,0,0,,2021-11-06T21:00:12.157769Z,811.0,21,30.0,388,0.0,615,84.0,204,a,126,Goalkeeper,1100,1090,1160,1160,1100,1120,2022-06-17,3700.0,28.0
139,Yves,Bissouma,Brighton,3,4.8,44,2110,1181126,2.5,15.0,100.0,100.0,0,0,,2022-04-16T21:00:10.881054Z,429.2,160,169.3,225,126.0,270,72.4,243,a,66,Midfielder,1100,1090,1160,1160,1100,1120,2022-06-17,2344.4444444444443,15.0
140,Tariq,Lamptey,Brighton,2,1.8,45,1547,444866,2.5,16.4,100.0,100.0,0,0,,2022-04-25T07:30:12.479920Z,254.6,272,367.9,111,175.0,232,79.4,218,a,74,Defender,1100,1090,1160,1160,1100,1120,2022-06-17,1718.888888888889,16.4
141,Aaron,Connolly,Brighton,4,0.1,53,154,19775,1.2,0.9,0.0,0.0,0,0,Joined Middlesbrough on a season-long loan - Expected back 01 Jul,2022-01-03T09:00:17.268994Z,2.4,503,13.1,424,18.0,410,3.1,476,u,5,Forward,1100,1090,1160,1160,1100,1120,2022-06-17,171.11111111111111,0.9
142,Steven,Alzate,Brighton,3,0.0,48,401,3643,1.4,2.7,100.0,100.0,0,0,,2022-04-15T13:30:18.070865Z,70.2,416,40.8,371,21.0,397,13.3,423,a,13,Midfielder,1100,1090,1160,1160,1100,1120,2022-06-17,445.55555555555554,2.7
143,Alexis,Mac Allister,Brighton,3,0.5,51,2112,170501,2.8,18.2,100.0,100.0,0,0,,2022-02-03T16:00:17.821804Z,509.6,120,490.7,68,550.0,67,154.9,62,a,93,Midfielder,1100,1090,1160,1160,1100,1120,2022-06-17,2346.6666666666665,18.2
144,Jakub,Moder,Brighton,3,0.5,45,1694,162170,2.1,12.9,0.0,0.0,0,0,Knee injury - Unknown return date,2022-04-02T17:30:17.973747Z,239.6,288,286.0,147,372.0,121,90.3,192,i,58,Midfielder,1100,1090,1160,1160,1100,1120,2022-06-17,1882.2222222222222,12.9
145,Danny,Welbeck,Brighton,4,1.6,60,1469,222797,3.6,14.8,100.0,100.0,0,0,,2021-09-27T22:30:17.364816Z,361.8,205,228.9,182,598.0,59,117.8,117,a,89,Forward,1100,1090,1160,1160,1100,1120,2022-06-17,1632.2222222222222,14.8
146,Enock,Mwepu,Brighton,3,0.1,59,990,25266,3.2,9.8,100.0,100.0,0,0,,2022-04-30T18:30:21.170933Z,244.8,285,143.2,244,210.0,203,59.4,271,a,58,Midfielder,1100,1090,1160,1160,1100,1120,2022-06-17,1100.0,9.8
151,Taylor,Richards,Brighton,3,0.0,45,23,4122,1.0,0.4,0.0,0.0,0,0,Season-long loan to Birmingham City,2022-01-10T11:30:00.130253Z,4.6,493,12.8,426,8.0,430,2.5,483,u,2,Midfielder,1100,1090,1160,1160,1100,1120,2022-06-17,25.555555555555554,0.4
152,Moisés,Caicedo,Brighton,3,0.1,45,660,8852,3.4,6.0,100.0,100.0,0,0,,2021-08-31T22:30:15.824881Z,145.4,359,64.6,332,131.0,265,34.1,349,a,27,Midfielder,1100,1090,1160,1160,1100,1120,2022-06-17,733.3333333333333,6.0
154,Marc,Cucurella,Brighton,2,4.1,49,3089,902819,3.6,25.7,,,0,0,,,679.8,57,700.8,24,207.0,206,159.1,57,a,126,Defender,1100,1090,1160,1160,1100,1120,2022-06-17,3432.222222222222,25.7
155,Jürgen,Locadia,Brighton,4,0.9,44,22,309704,1.0,0.2,0.0,0.0,0,0,Transferred to VFL Bochum,2022-01-06T09:00:16.237604Z,0.0,604,1.1,467,3.0,443,0.1,517,u,1,Forward,1100,1090,1160,1160,1100,1120,2022-06-17,24.444444444444443,0.2
156,Jeremy,Sarmiento,Brighton,3,0.0,45,44,1837,1.0,1.1,0.0,100.0,0,0,,2022-04-28T13:00:13.277152Z,2.8,501,2.4,459,2.0,455,0.8,505,a,5,Midfielder,1100,1090,1160,1160,1100,1120,2022-06-17,48.888888888888886,1.1
159,Evan,Ferguson,Brighton,4,0.4,45,22,100291,1.0,0.2,,,0,0,,,2.0,509,4.8,449,2.0,457,0.9,500,a,1,Forward,1100,1090,1160,1160,1100,1120,2022-06-17,24.444444444444443,0.2
162,James,Tarkowski,Burnley,2,1.3,49,3106,303587,2.4,16.9,100.0,100.0,0,0,,2022-05-07T21:30:11.758539Z,892.6,13,118.1,273,315.0,144,132.8,86,a,83,Defender,1060,1060,1080,1130,1060,1100,2022-06-17,3451.1111111111113,16.9
164,Erik,Pieters,Burnley,2,0.1,41,726,64560,3.1,9.0,25.0,100.0,0,0,,2022-05-19T21:30:12.000725Z,179.0,330,43.4,365,48.0,361,27.0,379,a,37,Defender,1060,1060,1080,1130,1060,1100,2022-06-17,806.6666666666666,9.0
165,Jack,Cork,Burnley,3,0.1,44,1670,23126,2.4,10.9,100.0,100.0,0,0,,2022-05-13T16:30:12.209361Z,168.0,341,106.3,285,110.0,293,38.2,335,a,48,Midfielder,1060,1060,1080,1130,1060,1100,2022-06-17,1855.5555555555557,10.9
166,Dale,Stephens,Burnley,3,0.0,44,123,5759,1.3,0.9,100.0,100.0,0,0,,2022-03-01T08:30:16.423320Z,12.8,479,12.4,428,1.0,460,2.6,480,a,4,Midfielder,1060,1060,1080,1130,1060,1100,2022-06-17,136.66666666666666,0.9
167,Kevin,Long,Burnley,2,0.2,40,408,147313,1.2,1.8,100.0,100.0,0,0,,2021-12-30T23:30:12.554604Z,33.2,449,0.4,486,20.0,399,5.4,457,a,7,Defender,1060,1060,1080,1130,1060,1100,2022-06-17,453.3333333333333,1.8
168,Jay,Rodriguez,Burnley,4,1.2,51,1365,384468,2.1,11.8,50.0,100.0,0,0,,2022-04-25T07:30:12.522006Z,176.4,333,166.0,228,455.0,93,78.4,221,a,60,Forward,1060,1060,1080,1130,1060,1100,2022-06-17,1516.6666666666665,11.8
169,Ashley,Barnes,Burnley,4,1.1,52,793,177294,1.4,6.2,100.0,100.0,0,0,,2021-11-18T14:00:17.552909Z,84.6,407,107.6,284,196.0,217,37.4,339,a,32,Forward,1060,1060,1080,1130,1060,1100,2022-06-17,881.1111111111112,6.2
170,Ben,Mee,Burnley,2,0.6,46,1839,571082,3.5,16.1,25.0,100.0,0,0,,2022-03-01T23:30:11.790920Z,463.8,141,63.4,335,238.0,184,76.6,225,a,74,Defender,1060,1060,1080,1130,1060,1100,2022-06-17,2043.3333333333333,16.1
171,Ashley,Westwood,Burnley,3,0.2,52,2286,65865,2.3,12.1,0.0,0.0,0,0,Ankle injury - Unknown return date,2022-04-17T23:00:20.243514Z,298.2,247,517.1,60,153.0,243,96.5,168,i,63,Midfielder,1060,1060,1080,1130,1060,1100,2022-06-17,2540.0,12.1
172,Johann Berg,Gudmundsson,Burnley,3,0.1,54,1097,7793,1.8,6.1,0.0,100.0,0,0,,2022-02-03T16:30:13.778267Z,134.0,365,137.5,251,193.0,219,46.5,315,a,33,Midfielder,1060,1060,1080,1130,1060,1100,2022-06-17,1218.888888888889,6.1
173,Matthew,Lowton,Burnley,2,1.0,44,1771,296955,2.6,14.8,0.0,0.0,0,0,Suspended until 13 Aug,2022-05-19T21:30:12.035267Z,404.2,178,264.9,160,95.0,309,76.5,227,s,65,Defender,1060,1060,1080,1130,1060,1100,2022-06-17,1967.7777777777778,14.8
174,Matej,Vydra,Burnley,4,0.5,52,665,119873,2.1,8.8,0.0,0.0,0,0,Knee injury - Unknown return date,2022-05-07T21:30:11.875421Z,172.4,336,77.5,316,239.0,182,48.4,312,i,46,Forward,1060,1060,1080,1130,1060,1100,2022-06-17,738.8888888888889,8.8
175,Nick,Pope,Burnley,1,3.5,53,3240,462033,3.6,24.5,100.0,100.0,0,0,,2021-12-30T23:30:12.606831Z,902.8,12,20.0,409,0.0,714,92.4,185,a,130,Goalkeeper,1060,1060,1080,1130,1060,1100,2022-06-17,3600.0,24.5
176,Charlie,Taylor,Burnley,2,0.7,44,2730,112893,2.5,17.7,100.0,100.0,0,0,,2022-01-10T12:30:20.677612Z,565.0,102,341.8,119,52.0,356,95.9,174,a,78,Defender,1060,1060,1080,1130,1060,1100,2022-06-17,3033.333333333333,17.7
178,Josh,Brownhill,Burnley,3,3.6,43,2952,878097,2.6,21.4,100.0,100.0,0,0,,2021-12-30T23:30:12.623945Z,573.4,96,572.5,46,277.0,166,142.5,73,a,92,Midfielder,1060,1060,1080,1130,1060,1100,2022-06-17,3279.9999999999995,21.4
181,Dwight,McNeil,Burnley,3,0.2,55,3104,72988,2.2,15.3,100.0,100.0,0,0,,2022-01-10T12:30:20.695295Z,565.2,101,754.3,17,505.0,78,182.9,40,a,84,Midfielder,1060,1060,1080,1130,1060,1100,2022-06-17,3448.8888888888887,15.3
182,Nathan,Collins,Burnley,2,0.5,43,1670,59805,2.9,12.8,100.0,100.0,0,0,,2022-03-13T01:00:21.096866Z,436.0,154,78.2,313,254.0,176,77.0,223,a,55,Defender,1060,1060,1080,1130,1060,1100,2022-06-17,1855.5555555555557,12.8
183,Wayne,Hennessey,Burnley,1,0.3,45,180,23008,2.0,0.9,100.0,100.0,0,0,,2021-10-28T12:30:12.207343Z,62.8,417,30.0,387,0.0,594,9.3,436,a,4,Goalkeeper,1060,1060,1080,1130,1060,1100,2022-06-17,200.0,0.9
187,Aaron,Lennon,Burnley,3,0.1,46,1541,30463,2.1,13.0,100.0,100.0,0,0,,2021-11-04T14:00:15.979548Z,190.8,319,137.3,253,218.0,198,54.3,293,a,60,Midfielder,1060,1060,1080,1130,1060,1100,2022-06-17,1712.2222222222224,13.0
188,Maxwel,Cornet,Burnley,3,0.8,58,1764,620482,4.0,17.9,100.0,100.0,0,0,,2022-04-25T07:30:12.870022Z,434.6,156,260.4,163,620.0,55,131.5,90,a,104,Midfielder,1060,1060,1080,1130,1060,1100,2022-06-17,1960.0000000000002,17.9
189,Connor,Roberts,Burnley,2,0.6,44,1689,132337,3.3,15.7,100.0,100.0,0,0,,2021-12-10T14:30:14.118965Z,302.0,244,196.3,202,100.0,305,59.8,270,a,69,Defender,1060,1060,1080,1130,1060,1100,2022-06-17,1876.6666666666665,15.7
190,Wout,Weghorst,Burnley,4,4.0,62,1448,1392668,2.8,8.9,100.0,100.0,0,0,,2022-02-13T22:00:17.195834Z,203.0,309,191.6,205,371.0,123,76.1,230,a,55,Forward,1060,1060,1080,1130,1060,1100,2022-06-17,1608.888888888889,8.9
195,César,Azpilicueta,Chelsea,2,3.3,56,2067,905299,3.2,15.5,100.0,100.0,0,0,,2022-02-27T23:00:19.122681Z,476.4,134,310.0,134,212.0,202,100.0,160,a,87,Defender,1290,1280,1300,1300,1250,1290,2022-06-17,2296.6666666666665,15.5
197,Thiago,Emiliano da Silva,Chelsea,2,7.9,56,2649,1344324,4.1,23.2,100.0,100.0,0,0,,2022-01-06T12:00:15.777057Z,829.4,16,133.9,256,229.0,189,119.4,112,a,130,Defender,1290,1280,1300,1300,1250,1290,2022-06-17,2943.3333333333335,23.2
198,Marcos,Alonso,Chelsea,2,15.3,57,2164,4009140,4.6,22.5,100.0,100.0,0,0,,2022-03-05T23:30:14.957642Z,560.2,105,677.3,25,566.0,66,180.6,43,a,128,Defender,1290,1280,1300,1300,1250,1290,2022-06-17,2404.4444444444443,22.5
199,Jorge Luiz,Frello Filho,Chelsea,3,3.9,57,2271,910993,3.7,18.6,100.0,100.0,0,0,,2022-05-01T22:00:11.609198Z,605.8,78,429.3,87,214.0,201,125.1,102,a,106,Midfielder,1290,1280,1300,1300,1250,1290,2022-06-17,2523.3333333333335,18.6
200,Ross,Barkley,Chelsea,3,0.1,52,174,6042,2.3,2.7,100.0,100.0,0,0,,2022-04-27T14:00:17.916186Z,61.4,419,117.7,274,87.0,318,26.7,380,a,14,Midfielder,1290,1280,1300,1300,1250,1290,2022-06-17,193.33333333333334,2.7
201,Mateo,Kovacic,Chelsea,3,1.7,49,1552,1219878,3.0,15.5,50.0,100.0,0,0,,2022-05-19T21:30:12.050466Z,409.6,174,407.4,96,198.0,214,101.5,153,a,76,Midfielder,1290,1280,1300,1300,1250,1290,2022-06-17,1724.4444444444443,15.5
203,Antonio,Rüdiger,Chelsea,2,18.8,61,3035,4451212,4.4,24.6,100.0,100.0,0,0,,2022-04-20T23:00:19.791678Z,608.8,76,262.6,162,484.0,85,135.5,81,a,150,Defender,1290,1280,1300,1300,1250,1290,2022-06-17,3372.222222222222,24.6
204,Kepa,Arrizabalaga,Chelsea,1,0.3,45,360,66332,4.8,4.2,,,0,0,,,95.6,391,0.0,620,0.0,604,9.6,433,a,19,Goalkeeper,1290,1280,1300,1300,1250,1290,2022-06-17,400.0,4.2
205,N'Golo,Kanté,Chelsea,3,2.4,49,1769,427754,3.0,16.1,100.0,100.0,0,0,,2022-05-01T21:30:17.514557Z,455.6,149,414.3,93,223.0,191,109.3,136,a,79,Midfielder,1290,1280,1300,1300,1250,1290,2022-06-17,1965.5555555555554,16.1
206,Hakim,Ziyech,Chelsea,3,0.8,73,1311,259632,3.4,10.8,100.0,100.0,0,0,,2022-04-08T15:30:11.867337Z,365.2,201,458.6,78,504.0,79,132.6,87,a,79,Midfielder,1290,1280,1300,1300,1250,1290,2022-06-17,1456.6666666666667,10.8
207,Ruben,Loftus-Cheek,Chelsea,3,0.2,54,1384,41936,2.2,9.6,100.0,100.0,0,0,,2021-12-17T14:00:13.292336Z,282.8,256,291.1,140,218.0,199,79.2,220,a,52,Midfielder,1290,1280,1300,1300,1250,1290,2022-06-17,1537.7777777777778,9.6
208,Andreas,Christensen,Chelsea,2,1.4,46,1494,576277,3.6,15.0,25.0,100.0,0,0,,2022-05-14T22:30:11.741514Z,296.4,249,103.4,287,20.0,402,42.0,326,a,69,Defender,1290,1280,1300,1300,1250,1290,2022-06-17,1660.0000000000002,15.0
209,Timo,Werner,Chelsea,4,2.3,85,1278,614163,3.0,7.3,50.0,100.0,0,0,,2022-05-14T22:30:11.755757Z,207.6,307,153.1,237,773.0,38,112.7,126,a,62,Forward,1290,1280,1300,1300,1250,1290,2022-06-17,1420.0,7.3
210,Benjamin,Chilwell,Chelsea,2,3.0,56,541,1606235,7.9,9.8,0.0,100.0,0,0,,2021-11-23T23:30:11.606654Z,175.8,334,161.1,233,202.0,210,54.0,294,a,55,Defender,1290,1280,1300,1300,1250,1290,2022-06-17,601.1111111111111,9.8
212,Christian,Pulisic,Chelsea,3,0.7,79,1282,152141,3.5,9.7,100.0,100.0,0,0,,2022-04-01T13:30:14.134056Z,317.6,235,223.9,187,434.0,104,97.5,167,a,77,Midfielder,1290,1280,1300,1300,1250,1290,2022-06-17,1424.4444444444443,9.7
213,Mason,Mount,Chelsea,3,21.9,77,2358,5186908,5.3,21.9,100.0,100.0,0,0,,2022-02-13T11:00:11.871030Z,823.8,18,944.9,9,995.0,19,276.3,9,a,169,Midfielder,1290,1280,1300,1300,1250,1290,2022-06-17,2620.0,21.9
215,Callum,Hudson-Odoi,Chelsea,3,0.2,53,958,164455,3.3,9.2,0.0,100.0,0,0,,2022-03-11T18:30:13.374201Z,175.4,335,326.9,128,326.0,136,82.7,206,a,49,Midfielder,1290,1280,1300,1300,1250,1290,2022-06-17,1064.4444444444443,9.2
216,Kai,Havertz,Chelsea,3,5.8,79,1802,1767599,3.9,14.2,100.0,100.0,0,0,,2022-05-14T22:30:11.791133Z,461.2,143,329.5,125,939.0,23,171.9,51,a,112,Midfielder,1290,1280,1300,1300,1250,1290,2022-06-17,2002.2222222222222,14.2
217,Reece,James,Chelsea,2,19.1,65,1863,5506522,5.4,21.7,100.0,100.0,0,0,,2022-03-09T14:00:12.654443Z,605.2,79,733.4,18,440.0,101,178.0,45,a,141,Defender,1290,1280,1300,1300,1250,1290,2022-06-17,2070.0,21.7
218,Edouard,Mendy,Chelsea,1,11.4,61,3060,1622939,3.8,21.3,100.0,100.0,0,0,,2022-01-01T17:00:18.799751Z,585.8,90,0.0,731,0.0,731,58.2,279,a,130,Goalkeeper,1290,1280,1300,1300,1250,1290,2022-06-17,3400.0,21.3
219,Malang,Sarr,Chelsea,2,0.2,49,544,23131,3.8,6.1,,,0,0,,,118.4,377,60.4,339,1.0,462,17.9,406,a,30,Defender,1290,1280,1300,1300,1250,1290,2022-06-17,604.4444444444445,6.1
220,Trevoh,Chalobah,Chelsea,2,2.4,47,1447,965891,5.0,21.1,100.0,100.0,0,0,,2022-01-06T12:00:17.462125Z,405.8,177,105.8,286,151.0,244,66.1,260,a,99,Defender,1290,1280,1300,1300,1250,1290,2022-06-17,1607.7777777777778,21.1
221,Romelu,Lukaku,Chelsea,4,7.7,114,1583,4049347,3.3,7.6,100.0,100.0,0,0,,2022-04-08T15:30:12.399361Z,367.0,199,303.3,136,704.0,48,137.2,80,a,87,Forward,1290,1280,1300,1300,1250,1290,2022-06-17,1758.888888888889,7.6
222,Emerson,Palmieri dos Santos,Chelsea,2,0.0,45,4,868,1.0,0.2,0.0,0.0,0,0,Joined Lyon on a season-long loan - Expected back 01 Jul,2021-08-19T19:00:10.789926Z,0.0,623,0.1,495,2.0,453,0.2,516,u,1,Defender,1290,1280,1300,1300,1250,1290,2022-06-17,4.444444444444445,0.2
223,Saúl,Ñíguez,Chelsea,3,0.1,49,478,40477,1.6,3.3,,,0,0,,,89.6,397,66.0,329,60.0,346,21.5,399,a,16,Midfielder,1290,1280,1300,1300,1250,1290,2022-06-17,531.1111111111111,3.3
227,Robert Kenedy,Nunes do Nascimento,Chelsea,2,0.0,45,58,1089,4.0,0.9,,,0,0,,,30.6,451,25.0,397,24.0,393,8.0,446,a,4,Defender,1290,1280,1300,1300,1250,1290,2022-06-17,64.44444444444444,0.9
228,Conor,Gallagher,Crystal Palace,3,11.2,60,2843,4656284,4.1,23.3,100.0,100.0,0,0,,2022-02-12T18:30:10.889226Z,673.8,59,635.9,34,672.0,52,197.9,34,a,140,Midfielder,1090,1100,1110,1160,1080,1160,2022-06-17,3158.8888888888887,23.3
229,Vicente,Guaita,Crystal Palace,1,5.6,46,2655,923128,4.0,25.9,100.0,100.0,0,0,,2022-05-09T08:00:12.823891Z,614.6,73,0.0,696,0.0,684,61.4,266,a,119,Goalkeeper,1090,1100,1110,1160,1080,1160,2022-06-17,2950.0,25.9
230,James,Tomkins,Crystal Palace,2,0.1,43,545,20816,2.1,4.0,25.0,100.0,0,0,,2022-05-18T14:00:11.892962Z,140.4,362,22.0,404,88.0,316,25.1,388,a,17,Defender,1090,1100,1110,1160,1080,1160,2022-06-17,605.5555555555555,4.0
231,James,McArthur,Crystal Palace,3,1.1,43,1434,567449,2.6,12.6,25.0,100.0,0,0,,2022-05-13T16:00:12.014049Z,324.2,226,256.6,164,120.0,280,70.0,248,a,54,Midfielder,1090,1100,1110,1160,1080,1160,2022-06-17,1593.3333333333333,12.6
232,Christian,Benteke,Crystal Palace,4,1.2,59,1132,504738,2.3,9.8,,,0,0,,,250.2,279,176.7,218,523.0,73,94.3,178,a,58,Forward,1090,1100,1110,1160,1080,1160,2022-06-17,1257.7777777777778,9.8
233,Cheikhou,Kouyaté,Crystal Palace,2,0.6,45,1970,103114,2.9,17.1,100.0,100.0,0,0,,2022-01-01T17:00:18.824065Z,315.0,236,85.8,303,41.0,372,44.3,322,a,77,Defender,1090,1100,1110,1160,1080,1160,2022-06-17,2188.888888888889,17.1
235,Luka,Milivojevic,Crystal Palace,3,0.0,52,767,3745,1.3,3.7,100.0,100.0,0,0,,2022-04-19T23:00:10.796113Z,88.6,400,196.6,201,38.0,380,32.3,355,a,19,Midfielder,1090,1100,1110,1160,1080,1160,2022-06-17,852.2222222222222,3.7
236,Jordan,Ayew,Crystal Palace,4,1.0,58,2012,374485,2.5,13.3,100.0,100.0,0,0,,2022-01-01T17:00:18.836063Z,349.2,211,361.3,114,491.0,82,120.1,109,a,77,Forward,1090,1100,1110,1160,1080,1160,2022-06-17,2235.5555555555557,13.3
237,Wilfried,Zaha,Crystal Palace,3,8.5,69,2759,1716571,4.5,21.7,100.0,100.0,0,0,,2022-03-30T09:00:10.003931Z,777.2,28,660.5,30,1001.0,17,243.8,19,a,150,Midfielder,1090,1100,1110,1160,1080,1160,2022-06-17,3065.5555555555557,21.7
238,Jeffrey,Schlupp,Crystal Palace,3,0.1,54,1840,14062,2.7,15.9,100.0,100.0,0,0,,2021-09-10T13:30:16.079290Z,412.0,172,249.8,165,486.0,83,114.9,123,a,86,Midfielder,1090,1100,1110,1160,1080,1160,2022-06-17,2044.4444444444443,15.9
239,Jack,Butland,Crystal Palace,1,0.4,44,765,153287,3.3,6.8,,,0,0,,,155.0,356,0.0,598,0.0,573,15.7,413,a,30,Goalkeeper,1090,1100,1110,1160,1080,1160,2022-06-17,850.0,6.8
240,Jairo,Riedewald,Crystal Palace,3,0.0,47,116,2519,1.3,0.9,,,0,0,,,11.2,480,27.5,394,2.0,458,4.0,465,a,4,Midfielder,1090,1100,1110,1160,1080,1160,2022-06-17,128.88888888888889,0.9
242,Jean-Philippe,Mateta,Crystal Palace,4,2.7,53,1138,462031,2.8,11.5,,,0,0,,,253.6,273,112.8,279,568.0,65,93.4,180,a,61,Forward,1090,1100,1110,1160,1080,1160,2022-06-17,1264.4444444444443,11.5
243,Eberechi,Eze,Crystal Palace,3,0.1,59,599,134473,2.4,5.3,100.0,100.0,0,0,,2021-06-22T11:30:10.551607Z,120.0,376,175.3,221,135.0,262,43.2,323,a,31,Midfielder,1090,1100,1110,1160,1080,1160,2022-06-17,665.5555555555555,5.3
244,Nathan,Ferguson,Crystal Palace,2,0.0,45,8,1502,1.0,0.2,0.0,100.0,0,0,,2022-02-08T17:00:15.212446Z,0.2,516,0.0,643,0.0,630,0.0,649,a,1,Defender,1090,1100,1110,1160,1080,1160,2022-06-17,8.88888888888889,0.2
245,Tyrick,Mitchell,Crystal Palace,2,1.4,45,3101,326055,3.0,24.2,100.0,100.0,0,0,,2022-04-25T23:30:13.351656Z,619.2,70,380.5,106,111.0,291,111.1,129,a,109,Defender,1090,1100,1110,1160,1080,1160,2022-06-17,3445.5555555555557,24.2
246,Will,Hughes,Crystal Palace,3,0.1,47,1050,14877,2.1,7.2,75.0,100.0,0,0,,2022-05-21T13:30:11.485126Z,159.0,352,143.0,245,60.0,345,36.3,342,a,34,Midfielder,1090,1100,1110,1160,1080,1160,2022-06-17,1166.6666666666665,7.2
247,Michael,Olise,Crystal Palace,3,0.2,53,1127,124120,2.8,13.8,0.0,100.0,0,0,,2022-05-15T21:30:13.703292Z,308.2,238,389.0,101,269.0,169,96.5,169,a,73,Midfielder,1090,1100,1110,1160,1080,1160,2022-06-17,1252.2222222222222,13.8
248,Joel,Ward,Crystal Palace,2,0.2,45,2486,34993,2.6,16.2,100.0,100.0,0,0,,2022-02-23T00:00:13.508813Z,455.8,148,132.5,259,64.0,340,65.4,261,a,73,Defender,1090,1100,1110,1160,1080,1160,2022-06-17,2762.222222222222,16.2
249,Marc,Guéhi,Crystal Palace,2,2.0,45,3222,416457,3.4,27.3,100.0,100.0,0,0,,2022-05-07T21:30:12.758677Z,720.6,45,98.5,293,290.0,157,111.1,128,a,123,Defender,1090,1100,1110,1160,1080,1160,2022-06-17,3579.9999999999995,27.3
250,Joachim,Andersen,Crystal Palace,2,2.7,47,2914,352240,3.6,26.4,100.0,100.0,0,0,,2021-12-29T00:30:20.444875Z,630.6,67,234.0,179,142.0,253,100.7,158,a,124,Defender,1090,1100,1110,1160,1080,1160,2022-06-17,3237.777777777778,26.4
251,Nathaniel,Clyne,Crystal Palace,2,0.8,43,1351,89474,3.7,13.7,,,0,0,,,181.0,328,99.1,290,17.0,411,29.9,367,a,59,Defender,1090,1100,1110,1160,1080,1160,2022-06-17,1501.111111111111,13.7
253,Jesurun,Rak-Sakyi,Crystal Palace,3,0.0,44,79,3832,2.0,0.9,,,0,0,,,1.0,512,6.1,445,2.0,451,0.8,503,a,4,Midfielder,1090,1100,1110,1160,1080,1160,2022-06-17,87.77777777777777,0.9
257,Odsonne,Edouard,Crystal Palace,4,2.9,60,1554,1672653,3.1,14.5,,,0,0,,,389.8,189,265.7,158,618.0,56,127.6,99,a,87,Forward,1090,1100,1110,1160,1080,1160,2022-06-17,1726.6666666666665,14.5
259,Anwar,El Ghazi,Everton,3,0.3,56,392,83955,2.0,3.9,100.0,100.0,0,0,,2022-01-15T15:30:17.420230Z,74.6,413,85.2,305,85.0,319,24.4,391,a,22,Midfielder,1050,1100,1130,1090,1110,1110,2022-06-17,435.55555555555554,3.9
260,Fabian,Delph,Everton,3,1.3,42,660,244824,1.6,4.3,25.0,100.0,0,0,,2022-05-13T16:00:12.044506Z,115.6,381,58.4,342,16.0,414,19.0,403,a,18,Midfielder,1050,1100,1130,1090,1110,1110,2022-06-17,733.3333333333333,4.3
