,first_name,second_name,team,element_type,selected_by_percent,now_cost,minutes,transfers_in,points_per_game,value_season,chance_of_playing_this_round,chance_of_playing_next_round,transfers_in_event,transfers_out_event,news,news_added,influence,influence_rank,creativity,creativity_rank,threat,threat_rank,ict_index,ict_index_rank,status,total_points,position,overall_strength_home,overall_strength_away,strength_atk_home,strength_atk_away,strength_def_home,strength_def_away,file_date,total_time_played,value
385,Takumi,Minamino,Liverpool,3,0.1,51,178,16073,2.5,5.5,100.0,100.0,0,0,,2021-12-31T15:00:19.291927Z,117.4,379,33.8,377,104.0,299,25.4,386,a,28,Midfielder,1350,1360,1300,1350,1340,1350,2022-06-17,197.77777777777777,5.5
386,Trent,Alexander-Arnold,Liverpool,2,37.9,84,2853,4467728,6.5,24.8,100.0,100.0,0,0,,2022-03-18T11:00:20.256556Z,865.2,14,1449.1,1,515.0,76,283.2,8,a,208,Defender,1350,1360,1300,1350,1340,1350,2022-06-17,3170.0,24.8
387,Joseph,Gomez,Liverpool,2,0.4,47,330,23948,2.8,4.7,50.0,100.0,0,0,,2022-05-17T23:00:12.105698Z,76.6,411,64.0,333,13.0,419,15.4,414,a,22,Defender,1350,1360,1300,1350,1340,1350,2022-06-17,366.66666666666663,4.7
388,Naby,Keita,Liverpool,3,0.2,50,1169,57073,2.8,13.0,100.0,100.0,0,0,,2022-03-21T23:00:12.988158Z,302.0,245,243.8,172,258.0,175,80.5,216,a,65,Midfielder,1350,1360,1300,1350,1340,1350,2022-06-17,1298.888888888889,13.0
389,Diogo,Jota,Liverpool,3,17.3,83,2357,6551305,5.0,21.1,100.0,100.0,0,0,,2022-04-14T13:30:15.403303Z,736.8,38,538.2,52,1379.0,6,264.5,12,a,175,Midfielder,1350,1360,1300,1350,1340,1350,2022-06-17,2618.888888888889,21.1
391,Caoimhin,Kelleher,Liverpool,1,0.1,43,180,15226,4.0,1.9,100.0,100.0,0,0,,2021-10-26T17:00:11.009904Z,46.2,431,0.0,594,0.0,566,4.6,461,a,8,Goalkeeper,1350,1360,1300,1350,1340,1350,2022-06-17,200.0,1.9
392,Ibrahima,Konaté,Liverpool,2,1.4,51,990,131999,3.0,6.5,100.0,100.0,0,0,,2022-03-10T18:00:12.557383Z,213.4,305,21.0,406,20.0,405,25.4,387,a,33,Defender,1350,1360,1300,1350,1340,1350,2022-06-17,1100.0,6.5
393,Curtis,Jones,Liverpool,3,0.1,50,849,48181,2.7,8.0,100.0,100.0,0,0,,2022-04-27T23:30:18.103213Z,156.4,355,179.7,216,171.0,236,50.8,307,a,40,Midfielder,1350,1360,1300,1350,1340,1350,2022-06-17,943.3333333333334,8.0
394,Konstantinos,Tsimikas,Liverpool,2,12.4,37,874,2424331,3.2,11.4,100.0,100.0,0,0,,2022-04-27T23:30:18.113070Z,214.4,304,401.1,98,141.0,255,75.8,231,a,42,Defender,1350,1360,1300,1350,1340,1350,2022-06-17,971.1111111111111,11.4
395,Neco,Williams,Liverpool,2,0.5,38,7,76418,4.0,1.1,0.0,0.0,0,0,Joined Fulham on loan until the end of the season - Expected back 01 Jul,2022-02-01T00:30:12.032224Z,18.2,471,11.1,433,2.0,445,3.1,473,u,4,Defender,1350,1360,1300,1350,1340,1350,2022-06-17,7.777777777777778,1.1
398,Harvey,Elliott,Liverpool,3,0.1,53,344,42468,2.0,2.3,100.0,100.0,0,0,,2021-09-12T22:00:15.178405Z,43.2,435,133.5,257,102.0,303,27.9,375,a,12,Midfielder,1350,1360,1300,1350,1340,1350,2022-06-17,382.22222222222223,2.3
400,Tyler,Morton,Liverpool,3,0.0,45,65,843,0.5,0.2,,,0,0,,,2.8,500,2.4,458,0.0,644,0.6,511,a,1,Midfielder,1350,1360,1300,1350,1340,1350,2022-06-17,72.22222222222221,0.2
401,Kaide,Gordon,Liverpool,3,0.0,45,8,923,1.0,0.2,,,0,0,,,4.0,498,0.6,482,9.0,426,1.4,497,a,1,Midfielder,1350,1360,1300,1350,1340,1350,2022-06-17,8.88888888888889,0.2
406,Luis,Díaz,Liverpool,3,8.0,81,957,1048418,4.9,7.9,100.0,100.0,0,0,,2022-02-07T12:00:14.605752Z,289.4,253,288.0,145,578.0,62,115.7,121,a,64,Midfielder,1350,1360,1300,1350,1340,1350,2022-06-17,1063.3333333333333,7.9
407,Jack,Grealish,Man City,3,7.1,75,1910,1269586,3.3,11.5,100.0,100.0,0,0,,2022-02-12T18:30:10.756521Z,394.4,183,730.6,19,923.0,25,204.8,30,a,86,Midfielder,1350,1370,1340,1360,1340,1360,2022-06-17,2122.222222222222,11.5
408,Kyle,Walker,Man City,2,4.7,54,1755,848250,4.2,15.7,75.0,100.0,0,0,,2022-04-13T23:00:13.911307Z,274.2,263,247.8,167,110.0,295,63.2,265,a,85,Defender,1350,1370,1340,1360,1340,1360,2022-06-17,1950.0,15.7
409,Ilkay,Gündogan,Man City,3,2.6,71,1851,735419,4.6,17.5,100.0,100.0,0,0,,2021-12-11T22:30:16.837568Z,549.2,110,613.8,39,798.0,34,196.3,36,a,124,Midfielder,1350,1370,1340,1360,1340,1360,2022-06-17,2056.6666666666665,17.5
410,Kevin,De Bruyne,Man City,3,18.6,121,2196,3527855,6.5,16.2,100.0,100.0,0,0,,2022-04-13T23:00:13.921445Z,1005.8,6,1222.0,3,880.0,28,311.0,6,a,196,Midfielder,1350,1370,1340,1360,1340,1360,2022-06-17,2440.0,16.2
411,John,Stones,Man City,2,2.6,52,1117,196310,5.0,13.5,75.0,100.0,0,0,,2022-04-20T23:00:19.979731Z,219.8,300,79.7,312,145.0,248,44.4,321,a,70,Defender,1350,1370,1340,1360,1340,1360,2022-06-17,1241.111111111111,13.5
412,Benjamin,Mendy,Man City,2,0.3,52,78,18818,3.0,0.6,0.0,0.0,0,0,Suspended by club - Unknown return date,2021-09-01T12:00:08.045744Z,15.2,476,29.1,392,2.0,459,4.6,462,n,3,Defender,1350,1370,1340,1360,1340,1360,2022-06-17,86.66666666666667,0.6
413,Riyad,Mahrez,Man City,3,4.0,86,1485,1106374,4.8,15.7,100.0,100.0,0,0,,2022-01-01T17:00:19.111687Z,616.8,71,631.6,36,842.0,31,208.7,28,a,135,Midfielder,1350,1370,1340,1360,1340,1360,2022-06-17,1650.0,15.7
414,Raheem,Sterling,Man City,3,2.6,105,2121,785692,5.4,15.5,100.0,100.0,0,0,,2021-10-24T08:00:14.834528Z,730.8,39,613.2,40,1188.0,12,253.4,17,a,163,Midfielder,1350,1370,1340,1360,1340,1360,2022-06-17,2356.6666666666665,15.5
415,João Pedro Cavaco,Cancelo,Man City,2,41.4,72,3227,5714818,5.6,27.9,100.0,100.0,0,0,,2022-03-09T10:00:10.326270Z,796.0,24,786.9,14,851.0,30,243.6,20,a,201,Defender,1350,1370,1340,1360,1340,1360,2022-06-17,3585.5555555555557,27.9
416,Ederson,Santana de Moraes,Man City,1,12.1,62,3330,1212851,4.2,25.0,100.0,100.0,0,0,,2021-10-13T23:00:12.931847Z,561.2,103,0.0,732,0.0,732,56.1,287,a,155,Goalkeeper,1350,1370,1340,1360,1340,1360,2022-06-17,3700.0,25.0
417,Nathan,Aké,Man City,2,0.5,47,919,74111,3.9,11.5,100.0,100.0,0,0,,2022-04-30T21:00:16.305231Z,245.0,284,58.9,341,75.0,326,37.9,336,a,54,Defender,1350,1370,1340,1360,1340,1360,2022-06-17,1021.1111111111111,11.5
418,Aymeric,Laporte,Man City,2,11.0,60,2830,2202388,4.8,26.7,100.0,100.0,0,0,,2022-05-11T23:30:10.974664Z,660.0,63,201.0,198,348.0,129,120.7,108,a,160,Defender,1350,1370,1340,1360,1340,1360,2022-06-17,3144.4444444444443,26.7
419,Zack,Steffen,Man City,1,0.2,44,90,16828,7.0,1.6,100.0,100.0,0,0,,2022-02-26T22:00:11.819369Z,23.0,460,0.0,599,0.0,576,2.3,484,a,7,Goalkeeper,1350,1370,1340,1360,1340,1360,2022-06-17,100.0,1.6
420,Bernardo Mota,Veiga de Carvalho e Silva,Man City,3,14.0,70,2856,4431646,4.4,22.1,100.0,100.0,0,0,,2021-12-14T23:30:14.775976Z,739.4,37,876.1,12,958.0,21,257.9,15,a,155,Midfielder,1350,1370,1340,1360,1340,1360,2022-06-17,3173.3333333333335,22.1
421,Rúben Santos,Gato Alves Dias,Man City,2,15.5,62,2401,2625667,4.9,22.7,0.0,100.0,0,0,,2022-05-08T23:00:20.613448Z,581.2,92,225.2,185,268.0,170,107.6,140,a,141,Defender,1350,1370,1340,1360,1340,1360,2022-06-17,2667.777777777778,22.7
422,Gabriel Fernando,de Jesus,Man City,4,10.2,86,1871,2985403,4.3,14.0,100.0,100.0,0,0,,2022-02-05T10:00:10.226374Z,567.4,100,530.9,53,1126.0,13,222.3,26,a,120,Forward,1350,1370,1340,1360,1340,1360,2022-06-17,2078.8888888888887,14.0
423,Oleksandr,Zinchenko,Man City,2,1.5,53,1044,181672,3.9,11.1,100.0,100.0,0,0,,2022-01-01T15:00:19.757665Z,259.4,270,282.1,151,111.0,292,65.4,262,a,59,Defender,1350,1370,1340,1360,1340,1360,2022-06-17,1160.0,11.1
424,Phil,Foden,Man City,3,7.6,79,2125,2916929,4.9,17.3,100.0,100.0,0,0,,2022-01-01T15:00:19.770115Z,580.8,93,716.4,21,954.0,22,225.5,25,a,137,Midfielder,1350,1370,1340,1360,1340,1360,2022-06-17,2361.111111111111,17.3
425,Rodrigo,Hernandez,Man City,3,1.9,55,2884,327824,3.8,23.1,100.0,100.0,0,0,,2021-12-26T18:30:17.962776Z,758.2,32,541.4,50,444.0,98,174.8,48,a,127,Midfielder,1350,1370,1340,1360,1340,1360,2022-06-17,3204.4444444444443,23.1
426,Ferran,Torres,Man City,3,1.9,67,303,1732247,6.5,3.9,0.0,0.0,0,0,Transferred to Barcelona,2021-10-14T12:00:10.242757Z,88.6,401,30.0,390,204.0,207,32.3,357,u,26,Midfielder,1350,1370,1340,1360,1340,1360,2022-06-17,336.6666666666667,3.9
427,Fernando,Luiz Rosa,Man City,3,0.3,47,956,46459,2.4,9.6,100.0,100.0,0,0,,2022-05-11T23:30:11.159876Z,224.8,298,177.2,217,154.0,242,55.7,288,a,45,Midfielder,1350,1370,1340,1360,1340,1360,2022-06-17,1062.2222222222222,9.6
428,Cole,Palmer,Man City,3,0.1,45,121,13640,2.2,2.0,100.0,100.0,0,0,,2022-01-15T15:30:19.124742Z,11.0,481,30.8,385,60.0,344,10.2,430,a,9,Midfielder,1350,1370,1340,1360,1340,1360,2022-06-17,134.44444444444446,2.0
436,James,McAtee,Man City,3,0.0,44,18,601,1.0,0.5,,,0,0,,,0.0,609,0.2,493,0.0,582,0.0,613,a,2,Midfielder,1350,1370,1340,1360,1340,1360,2022-06-17,20.0,0.5
437,Conrad,Egan-Riley,Man City,2,0.0,40,3,867,1.0,0.2,,,0,0,,,2.2,504,0.0,549,0.0,516,0.2,515,a,1,Defender,1350,1370,1340,1360,1340,1360,2022-06-17,3.3333333333333335,0.2
438,Kayky da Silva,Chagas,Man City,4,0.0,50,6,24621,1.0,0.2,,,0,0,,,0.0,716,0.3,491,0.0,709,0.0,716,a,1,Forward,1350,1370,1340,1360,1340,1360,2022-06-17,6.666666666666667,0.2
439,Liam,Delap,Man City,4,0.2,45,8,46509,1.0,0.2,,,0,0,,,0.0,674,0.0,672,2.0,456,0.1,519,a,1,Forward,1350,1370,1340,1360,1340,1360,2022-06-17,8.88888888888889,0.2
440,Edinson,Cavani,Man Utd,4,1.6,84,760,171076,2.3,4.0,100.0,100.0,0,0,,2022-03-30T09:00:10.178895Z,115.0,382,98.3,294,304.0,149,51.9,305,a,34,Forward,1170,1250,1170,1190,1190,1200,2022-06-17,844.4444444444445,4.0
441,David,de Gea,Man Utd,1,8.5,50,3420,1953005,3.5,26.4,,,0,0,,,965.8,8,0.3,490,0.0,699,96.1,173,a,132,Goalkeeper,1170,1250,1170,1190,1190,1200,2022-06-17,3800.0,26.4
442,Nemanja,Matic,Man Utd,3,0.5,43,1375,90149,2.3,12.1,100.0,100.0,0,0,,2022-02-11T15:00:15.413380Z,302.6,243,216.9,188,45.0,363,56.5,282,a,52,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,1527.7777777777778,12.1
443,Paul,Pogba,Man Utd,3,6.3,74,1347,2197757,3.2,8.8,0.0,100.0,0,0,,2022-04-19T23:00:10.983009Z,332.6,224,355.1,116,328.0,134,101.4,154,a,65,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,1496.6666666666667,8.8
444,Harry,Maguire,Man Utd,2,4.3,54,2513,383176,2.3,12.8,100.0,100.0,0,0,,2022-04-27T14:00:18.040047Z,571.0,97,77.2,318,316.0,143,96.5,170,a,69,Defender,1170,1250,1170,1190,1190,1200,2022-06-17,2792.222222222222,12.8
445,Frederico,Rodrigues de Paula Santos,Man Utd,3,0.8,49,2026,382905,3.3,19.0,100.0,100.0,0,0,,2022-04-09T21:30:16.534465Z,587.4,89,409.1,95,201.0,211,119.8,110,a,93,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,2251.1111111111113,19.0
446,Luke,Shaw,Man Utd,2,10.8,50,1600,918566,2.3,9.2,75.0,100.0,0,0,,2022-04-02T23:30:18.289140Z,292.0,251,586.1,43,54.0,354,93.3,181,a,46,Defender,1170,1250,1170,1190,1190,1200,2022-06-17,1777.7777777777778,9.2
447,Jesse,Lingard,Man Utd,3,0.9,67,354,61585,1.8,4.3,100.0,100.0,0,0,,2022-04-29T14:00:14.378745Z,115.8,380,109.5,282,102.0,304,32.7,354,a,29,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,393.3333333333333,4.3
448,Bruno Miguel,Borges Fernandes,Man Utd,3,13.5,116,3110,2639954,4.2,13.0,100.0,100.0,0,0,,2022-02-05T10:00:10.258202Z,906.6,11,1291.9,2,910.0,27,311.2,5,a,151,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,3455.5555555555557,13.0
449,Anthony,Martial,Man Utd,4,0.5,76,207,30481,1.8,1.8,0.0,0.0,0,0,Joined Sevilla on loan until the end of the season - Expected back 01 Jul,2022-01-25T23:30:20.468144Z,40.4,440,17.5,413,91.0,312,14.6,417,u,14,Forward,1170,1250,1170,1190,1190,1200,2022-06-17,229.99999999999997,1.8
450,Alex Nicolao,Telles,Man Utd,2,0.8,49,1658,289026,3.2,13.7,100.0,100.0,0,0,,2022-02-07T15:30:17.134226Z,399.6,181,455.6,79,103.0,300,95.9,175,a,67,Defender,1170,1250,1170,1190,1190,1200,2022-06-17,1842.2222222222222,13.7
452,Marcus,Rashford,Man Utd,3,0.6,94,1224,315201,2.5,6.7,100.0,100.0,0,0,,2022-05-06T14:00:17.389135Z,233.8,290,155.4,235,406.0,111,79.4,219,a,63,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,1360.0,6.7
453,Axel,Tuanzebe,Man Utd,2,0.3,44,505,23217,1.6,3.2,0.0,0.0,0,0,Season-long loan to Napoli,2022-01-10T11:26:48.234007Z,71.2,414,1.1,468,43.0,370,11.5,427,u,14,Defender,1170,1250,1170,1190,1190,1200,2022-06-17,561.1111111111111,3.2
454,Victor,Lindelöf,Man Utd,2,0.5,48,2353,101886,2.4,13.8,100.0,100.0,0,0,,2022-02-03T16:00:18.394804Z,449.0,151,76.3,319,66.0,333,59.3,274,a,66,Defender,1170,1250,1170,1190,1190,1200,2022-06-17,2614.4444444444443,13.8
455,Scott,McTominay,Man Utd,3,0.3,54,2386,93994,2.3,12.6,100.0,100.0,0,0,,2022-04-08T15:30:12.077089Z,478.4,133,325.1,130,297.0,153,110.1,133,a,68,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,2651.1111111111113,12.6
456,Eric,Bailly,Man Utd,2,0.1,49,216,12015,0.5,0.4,75.0,100.0,0,0,,2022-05-06T14:00:17.431282Z,36.0,444,1.0,471,0.0,695,3.7,467,a,2,Defender,1170,1250,1170,1190,1190,1200,2022-06-17,240.0,0.4
457,Aaron,Wan-Bissaka,Man Utd,2,2.9,51,1793,243548,2.0,8.0,100.0,100.0,0,0,,2022-04-28T23:00:11.536560Z,371.8,194,237.0,178,123.0,271,73.3,240,a,41,Defender,1170,1250,1170,1190,1190,1200,2022-06-17,1992.2222222222222,8.0
458,Mason,Greenwood,Man Utd,3,3.9,71,1269,1920676,3.9,10.0,0.0,0.0,0,0,Unavailable. - Unknown return date,2022-01-31T14:30:13.548667Z,292.2,250,266.1,157,516.0,75,107.3,141,n,71,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,1410.0,10.0
459,Juan,Mata,Man Utd,3,0.1,47,230,5875,1.4,2.1,100.0,100.0,0,0,,2021-12-11T18:30:17.342472Z,33.8,447,53.9,348,57.0,351,14.5,418,a,10,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,255.55555555555554,2.1
460,Jadon,Sancho,Man Utd,3,2.1,89,1894,486831,3.1,10.2,50.0,100.0,0,0,,2022-04-27T14:00:18.180209Z,363.2,203,596.7,41,549.0,68,150.9,65,a,91,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,2104.4444444444443,10.2
462,José Diogo,Dalot Teixeira,Man Utd,2,1.4,42,1797,643271,2.2,12.9,,,0,0,,,411.0,173,286.1,146,126.0,269,82.2,207,a,54,Defender,1170,1250,1170,1190,1190,1200,2022-06-17,1996.6666666666665,12.9
464,Anthony,Elanga,Man Utd,3,0.8,48,1208,210903,2.8,12.3,,,0,0,,,206.2,308,172.1,223,303.0,150,68.2,254,a,59,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,1342.2222222222222,12.3
465,Raphaël,Varane,Man Utd,2,2.3,55,1829,703400,3.4,13.6,100.0,100.0,0,0,,2022-04-08T15:30:12.413540Z,402.4,180,60.0,340,119.0,283,58.5,277,a,75,Defender,1170,1250,1170,1190,1190,1200,2022-06-17,2032.2222222222222,13.6
466,Cristiano Ronaldo,dos Santos Aveiro,Man Utd,4,18.1,122,2454,7045959,5.3,13.0,25.0,100.0,0,0,,2022-05-21T14:00:12.847353Z,800.4,22,421.9,91,1535.0,4,274.6,10,a,159,Forward,1170,1250,1170,1190,1190,1200,2022-06-17,2726.6666666666665,13.0
467,Phil,Jones,Man Utd,2,0.0,45,161,5223,1.0,0.9,50.0,100.0,0,0,,2022-05-20T17:00:12.205145Z,53.0,425,1.6,464,0.0,600,5.5,456,a,4,Defender,1170,1250,1170,1190,1190,1200,2022-06-17,178.88888888888889,0.9
469,Hannibal,Mejbri,Man Utd,3,0.0,45,67,1116,0.5,0.2,,,0,0,,,4.2,495,4.4,452,9.0,425,1.7,493,a,1,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,74.44444444444444,0.2
470,Alejandro,Garnacho Ferreyra,Man Utd,3,0.0,45,12,849,1.0,0.4,75.0,100.0,0,0,,2022-05-20T23:00:12.434653Z,0.0,684,0.3,489,0.0,669,0.0,684,a,2,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,13.333333333333334,0.4
471,Shola,Shoretire,Man Utd,3,0.0,45,15,122,1.0,0.2,,,0,0,,,0.4,515,0.8,476,0.0,661,0.1,520,a,1,Midfielder,1170,1250,1170,1190,1190,1200,2022-06-17,16.666666666666664,0.2
474,Joseph,Willock,Newcastle,3,0.8,53,2037,505066,2.7,14.9,0.0,100.0,0,0,,2022-05-09T10:00:21.136448Z,320.4,232,243.2,173,449.0,95,101.3,155,a,79,Midfielder,1090,1190,1050,1030,1040,1070,2022-06-17,2263.3333333333335,14.9
475,Matt,Targett,Newcastle,2,2.8,47,2871,438959,3.1,21.5,100.0,100.0,0,0,,2022-02-11T10:30:11.967976Z,587.4,88,635.1,35,184.0,227,140.7,76,a,101,Defender,1090,1190,1050,1030,1040,1070,2022-06-17,3190.0,21.5
476,Dan,Burn,Newcastle,2,1.1,44,2461,309113,3.2,20.9,100.0,100.0,0,0,,2022-02-08T00:30:13.174416Z,594.0,82,83.8,307,264.0,172,94.0,179,a,92,Defender,1090,1190,1050,1030,1040,1070,2022-06-17,2734.4444444444443,20.9
477,Chris,Wood,Newcastle,4,1.8,63,2694,958424,2.7,14.4,75.0,100.0,0,0,,2022-05-16T23:30:11.410970Z,274.8,262,265.4,159,784.0,36,130.5,93,a,91,Forward,1090,1190,1050,1030,1040,1070,2022-06-17,2993.3333333333335,14.4
478,Jonjo,Shelvey,Newcastle,3,0.1,53,1981,37966,2.6,11.9,0.0,100.0,0,0,,2022-05-09T10:00:21.850555Z,320.8,230,246.7,169,156.0,241,72.6,242,a,63,Midfielder,1090,1190,1050,1030,1040,1070,2022-06-17,2201.1111111111113,11.9
479,Matt,Ritchie,Newcastle,2,0.2,49,1333,39089,1.1,4.1,100.0,100.0,0,0,,2022-01-21T11:30:20.634239Z,226.0,296,420.4,92,92.0,311,74.0,237,a,20,Defender,1090,1190,1050,1030,1040,1070,2022-06-17,1481.111111111111,4.1
480,Ciaran,Clark,Newcastle,2,0.1,44,1012,12883,1.1,3.2,0.0,100.0,0,0,,2022-02-04T12:30:19.971348Z,189.2,321,49.9,353,95.0,308,33.1,353,a,14,Defender,1090,1190,1050,1030,1040,1070,2022-06-17,1124.4444444444443,3.2
481,Karl,Darlow,Newcastle,1,0.3,45,720,46851,2.5,4.4,100.0,100.0,0,0,,2021-12-28T00:00:18.827656Z,157.0,353,0.0,616,0.0,598,15.8,412,a,20,Goalkeeper,1090,1190,1050,1030,1040,1070,2022-06-17,800.0,4.4
482,Martin,Dubravka,Newcastle,1,2.8,44,2340,461912,3.7,21.8,100.0,100.0,0,0,,2022-03-28T09:30:16.743178Z,590.8,85,20.0,408,0.0,572,61.1,268,a,96,Goalkeeper,1090,1190,1050,1030,1040,1070,2022-06-17,2600.0,21.8
483,Callum,Wilson,Newcastle,4,1.5,71,1386,741395,4.2,10.6,100.0,100.0,0,0,,2021-12-28T00:00:18.847805Z,319.8,233,127.3,266,494.0,81,92.4,186,a,75,Forward,1090,1190,1050,1030,1040,1070,2022-06-17,1540.0,10.6
484,Jeff,Hendrick,Newcastle,3,0.0,48,69,3981,2.7,1.7,0.0,0.0,0,0,Joined Queens Park Rangers on loan until the end of the season - Expected back 01 Jul,2022-02-01T00:30:12.083161Z,38.8,442,12.1,430,9.0,427,6.0,454,u,8,Midfielder,1090,1190,1050,1030,1040,1070,2022-06-17,76.66666666666667,1.7
485,Ryan,Fraser,Newcastle,3,0.3,51,1459,247027,2.9,15.3,50.0,100.0,0,0,,2022-05-20T10:30:12.265519Z,250.2,278,428.1,88,324.0,137,99.2,163,a,78,Midfielder,1090,1190,1050,1030,1040,1070,2022-06-17,1621.1111111111113,15.3
486,Jamaal,Lascelles,Newcastle,2,0.2,44,2055,30871,1.8,10.7,100.0,100.0,0,0,,2022-02-14T10:30:19.906206Z,418.4,168,46.4,361,280.0,164,74.2,236,a,47,Defender,1090,1190,1050,1030,1040,1070,2022-06-17,2283.333333333333,10.7
487,Dwight,Gayle,Newcastle,4,0.2,52,34,29968,0.9,1.3,100.0,100.0,0,0,,2021-11-26T10:30:11.133313Z,4.2,497,24.2,400,13.0,420,4.1,463,a,7,Forward,1090,1190,1050,1030,1040,1070,2022-06-17,37.77777777777778,1.3
488,Paul,Dummett,Newcastle,2,0.0,45,197,3047,2.3,1.6,100.0,100.0,0,0,,2022-01-23T00:00:13.340898Z,24.2,458,1.9,462,0.0,602,2.6,481,a,7,Defender,1090,1190,1050,1030,1040,1070,2022-06-17,218.8888888888889,1.6
489,Javier,Manquillo,Newcastle,2,4.6,39,1258,710808,2.0,9.7,75.0,100.0,0,0,,2022-05-16T23:30:11.809507Z,244.2,286,65.4,330,64.0,338,37.7,337,a,38,Defender,1090,1190,1050,1030,1040,1070,2022-06-17,1397.7777777777778,9.7
490,Emil,Krafth,Newcastle,2,0.2,43,1636,25337,2.9,13.5,100.0,100.0,0,0,,2022-03-11T13:00:16.575887Z,270.4,266,102.7,288,54.0,353,42.9,324,a,58,Defender,1090,1190,1050,1030,1040,1070,2022-06-17,1817.7777777777778,13.5
491,Jacob,Murphy,Newcastle,3,0.4,46,1457,154923,1.9,13.5,,,0,0,,,267.8,267,282.0,152,281.0,163,82.8,205,a,62,Midfielder,1090,1190,1050,1030,1040,1070,2022-06-17,1618.888888888889,13.5
492,Fabian,Schär,Newcastle,2,2.5,41,2158,711339,3.5,21.5,75.0,100.0,0,0,,2022-05-16T23:30:11.824108Z,465.2,140,115.9,278,234.0,187,81.7,211,a,88,Defender,1090,1190,1050,1030,1040,1070,2022-06-17,2397.777777777778,21.5
493,Isaac,Hayden,Newcastle,3,0.1,45,1000,55543,2.0,6.2,0.0,100.0,0,0,,2021-12-31T00:00:15.058038Z,187.6,324,33.6,378,66.0,332,28.3,372,a,28,Midfielder,1090,1190,1050,1030,1040,1070,2022-06-17,1111.111111111111,6.2
494,Allan,Saint-Maximin,Newcastle,4,10.9,67,2804,3775491,3.3,17.3,100.0,100.0,0,0,,2022-03-11T00:30:19.750020Z,575.8,94,671.5,27,862.0,29,211.3,27,a,116,Forward,1090,1190,1050,1030,1040,1070,2022-06-17,3115.5555555555557,17.3
495,Miguel,Almirón,Newcastle,3,0.2,50,1706,47676,2.0,11.8,100.0,100.0,0,0,,2021-10-13T23:00:13.011769Z,227.2,295,240.9,177,347.0,130,81.8,210,a,59,Midfielder,1090,1190,1050,1030,1040,1070,2022-06-17,1895.5555555555557,11.8
496,Sean,Longstaff,Newcastle,3,0.5,43,1458,143490,2.0,11.2,,,0,0,,,246.0,282,116.6,277,93.0,310,45.7,317,a,48,Midfielder,1090,1190,1050,1030,1040,1070,2022-06-17,1620.0,11.2
497,Joelinton Cássio,Apolinário de Lira,Newcastle,4,1.7,59,2554,363722,2.4,14.1,100.0,100.0,0,0,,2022-03-11T00:30:19.767393Z,529.6,115,386.6,102,583.0,60,149.5,66,a,83,Forward,1090,1190,1050,1030,1040,1070,2022-06-17,2837.777777777778,14.1
498,Jamal,Lewis,Newcastle,2,0.1,42,261,9556,2.0,2.4,0.0,100.0,0,0,,2022-02-04T12:30:20.044776Z,39.4,441,13.8,420,2.0,449,5.6,455,a,10,Defender,1090,1190,1050,1030,1040,1070,2022-06-17,290.0,2.4
500,Federico,Fernández,Newcastle,2,0.1,43,521,7585,1.6,2.6,100.0,100.0,0,0,,2022-05-12T13:00:12.202696Z,129.4,368,13.8,421,69.0,329,21.2,400,a,11,Defender,1090,1190,1050,1030,1040,1070,2022-06-17,578.8888888888889,2.6
501,Freddie,Woodman,Newcastle,1,0.3,43,360,50848,2.2,2.1,0.0,0.0,0,0,Joined Bournemouth on loan until the end of the season - Expected back 01 Jul,2022-01-31T15:30:11.826652Z,89.4,398,0.0,592,0.0,564,9.0,438,u,9,Goalkeeper,1090,1190,1050,1030,1040,1070,2022-06-17,400.0,2.1
505,Kieran,Trippier,Newcastle,2,0.3,49,429,164110,4.7,5.7,100.0,100.0,0,0,,2022-02-09T04:00:16.725779Z,164.8,344,128.3,265,14.0,417,30.8,362,a,28,Defender,1090,1190,1050,1030,1040,1070,2022-06-17,476.6666666666667,5.7
506,Bruno,Guimarães Rodriguez Moura,Newcastle,3,2.8,50,1031,356596,3.9,13.4,100.0,100.0,0,0,,2022-03-11T00:30:20.290207Z,407.6,175,190.9,206,323.0,139,92.3,187,a,67,Midfielder,1090,1190,1050,1030,1040,1070,2022-06-17,1145.5555555555557,13.4
508,Billy,Gilmour,Norwich,3,3.0,43,1852,520857,2.0,11.4,50.0,100.0,0,0,,2022-05-15T21:30:12.558366Z,280.2,257,458.7,77,134.0,263,87.2,200,a,49,Midfielder,1030,1040,1040,1040,1040,1030,2022-06-17,2057.777777777778,11.4
